source_no,category,name_ko,romanization,desc_ko,name_en,desc_en,name_ja,desc_ja,name_zh_simp,desc_zh_simp,name_zh_trad,desc_zh_trad
688,회 [Hoe],멸치회,Myeolchihoe,생멸치의 머리와 내장을 손질해 회로 먹는다. 부드러운 식감에 고소하고 감칠맛이 난다. 봄과 가을이 제철이다.,Sliced Raw Anchovy,Raw anchovies headed and gutted. The tender anchovies taste savory and flavorful. Anchovies are in season in spring and fall.,カタクチイワシの刺身,生カタクチイワシの頭と腹わたを取って刺身として食べるもの。やわらかな食感と香ばしい風味がクセになる。春と秋が旬。,鳀鱼生鱼片,收拾好生鳀鱼的头和内脏后生吃即可。口感柔嫩，味道鲜香。春季和秋季的鳀鱼最为肥美。,鯷魚生魚片,摘除生鳀魚的頭和內臟後生吃。口感柔軟、味道香甜。春季和秋季的鳀魚最為肥美。
689,회 [Hoe],모둠회,Modumhoe,"돔, 우럭, 도다리 등 여러 가지 생선회를 한 접시에 모아 담은 것이다. 초고추장 등을 곁들여 찍어 먹으며 색깔도 아름다울 뿐 아니라 맛도 다양하게 즐길 수 있다.",Assorted Sliced Raw Fish,"This is a platter of slices of various raw fish, including sea bream, rockfish, and plaice. It is served with gochujang mixed with vinegar, and not only looks colorful, but offers a chance to try a variety of fish.",刺身の盛り合わせ,タイやクロソイ、メイタガレイなど、色々な刺身を盛り合わせたもの。酢コチュジャンなどをつけて食べると、鮮やかな色彩だけでなく、バラエティに富んだ味も楽しむことができる。,生鱼片拼盘,鲷鱼、石斑鱼、木叶鲽鱼等各种生鱼片组成一个拼盘，可以蘸酸辣酱吃，不仅颜色赏心悦目，而且可以享受到各种不同的味道。,生魚片拼盤,生魚片拼盤是將各種生魚片和海參、海鞘、鮑魚等盛在一個盤子裡吃的生魚片料理。沾酸辣醬食用。
690,회 [Hoe],문어삼합,Muneosamhap,"껍질을 벗겨 뜨거운 물에 살짝 데친 문어숙회와 삭힌 홍어, 삶은 돼지고기를 적당한 크기로 잘라 담백한 백김치나 알싸한 깻잎장아찌 등에 싸서 함께 먹는다.","Octopus, Skate, and Pork Combo"," Here, peeled and parboiled octopus, fermented skate, and boiled pork are sliced and served together with white kimchi and pickled perilla leaves for wrapping.",タコのサムハプ, 皮をむいて熱湯で湯掻いたタコと、発酵させたガンギエイ、茹でた豚肉を適当な大きさに切り、あっさりとした白キムチやピリッとしたエゴマの葉の漬物などで巻いて食べる。,章鱼三合 ,将章鱼去皮后用开水焯一下制成烫章鱼片，发酵的斑鳐和水煮的猪肉切成适当的大小，用清淡的白辛奇或微辣的苏子叶辛奇等将三者包起来吃。,章魚三合,將章魚去皮後用開水燙一下做成燙章魚片，發酵的斑鰩和水煮的豬肉切成適當的大小，跟爽口的白辛奇或香辣醃製蘇子葉包起來一起吃非常美味。
691,회 [Hoe],문어숙회,Muneosukhoe,"문어를 끓는 물에 살짝 데쳐 어슷하게 썬 후, 초고추장이나 기름소금장에 찍어 먹는 음식이다. 보양식으로, 쫄깃하면서도 부드러운 맛이 별미다. 경상도의 잔치에 빠져서는 안 되는 음식이다.",Parboiled Octopus,Giant Pacific octopus parboiled and sliced sideways. This dish is served with a dipping sauce made by mixing vinegar with gochujang (red chili paste) or adding salt to sesame oil.,ゆでタコ,タコを熱湯でさっと湯がき、斜めに切って酢コチュジャンやごま油と塩のたれにつけて食べる。滋養食とされ、食感とやわらかい味が絶妙。キョンサンド地方の祝い事に欠かせない料理。,白灼章鱼,章鱼用开水焯一下后斜切成片，蘸醋辣椒酱或香油酱吃即可。章鱼营养滋补，口感柔韧滑嫩，味道十分鲜美。在庆尚道地区是宴席上必不可缺的一道菜。,白灼章魚,將章魚放入沸水中焯一下，微斜著切絲，蘸加醋辣椒醬或香油鹽醬食用。它是一種保健食品，味道富有彈性，又十分柔和，別具特色。它是慶尚道宴席上不可或缺的一道美食。
692,회 [Hoe],물회,Mulhoe,"생선을 잘게 썰어 채소와 함께 양념한 고추장으로 버무린 뒤 물을 부어 시원한 국물까지 마시는 별미 음식으로 자리돔, 오징어, 소라, 한치, 전복 등이 사용된다.",Cold Raw Fish Soup,"In this dish, sliced fish and vegetables are mixed with seasoned spicy hot pepper paste and cold soup is added to it. Whitesaddled reeffish, squid, conch, cuttlefish, and abalone are commonly used.",刺身入り冷やしスープ , 魚を細かく切って野菜と一緒に薬味を加えたコチュジャンで和え、そこに水を注いで冷たいスープまで食べるという珍味。スズメダイ、イカ、サザエ、ヤリイカ、アワビなどが使われる。,水拌生鱼片,鲜鱼切成细丝，放入一些蔬菜和调过味的辣椒酱搅拌均匀，然后倒入凉水，连鱼带汤一起吃。鲜鱼可使用斑鳍光鳃鱼、鱿鱼、海螺、小鱿鱼、鲍鱼等。,水拌生魚片,把魚類切成小塊，跟蔬菜和辣醬一起拌勻，然後倒入冰水食用。這是一道帶湯一起吃的特色料理，一般用斑鰭光鰓雀鯛、魷魚、海螺、小魷魚、鮑魚等。
693,회 [Hoe],민어회,Mineohoe,싱싱한 민어를 얇게 저며 썰어 먹는 회. 민어는 특히 여름이 제철인 생선으로 여름 보양식으로 사랑받는다.,Sliced Raw Croaker,"Thinly sliced fresh croaker. Reaching its prime in the summer, croaker is known to be an energy-boosting food.",ニベの刺身,新鮮なニベを薄切りにした刺身。ニベは夏が旬で、夏の滋養食として好まれる。,黄姑鱼生鱼片,将新鲜的黃姑鱼切成薄片后生吃即可，尤其夏天的黃姑鱼最为肥美，是绝佳的夏季滋补美食。,黃姑魚生魚片,將鮮黃姑魚切成薄片即成黃姑魚生魚片。黃姑魚夏季多產，是非常受人喜愛的夏季滋補美食。
694,회 [Hoe],산낙지,Sannakji,살아있는 낙지를 잘게 썰어 기름장이나 초고추장에 찍어 먹는 음식으로 주로 소주와 함께 즐겨 먹는다.,Live Octopus,"Live octopus cut into bite-sized pieces and eaten with a dipping oil or vinegar-based gochujang (red chili paste) sauce. This is a popular side dish with soju, a clear, distilled Korean alcoholic beverage.",テナガダコの刺身,生きたテナガダコを小さく切り、塩とごま油のたれや酢コチュジャンにつけて食べる。焼酎と相性がいい。,活章鱼,活章鱼剁成小块，蘸香油酱或醋辣椒酱吃即可，搭配韩国烧酒一起吃更加美味。,活章魚,把活章魚切成小塊，沾醋醬或辣椒醬吃。一般喝燒酒的時候當下酒菜。
695,회 [Hoe],생선회,Saengseonhoe,"살아 있는 생선의 가시와 껍질을 발라낸 다음 살을 얇게 저며 초고추장이나 간장, 된장 등을 찍어 먹는다. 채소 쌈을 싸먹기도 한다.",Sliced Raw Fish,"Live, whole fish skinned, deboned, and thinly sliced. Dipped in soy sauce, doenjang (soybean paste) or gochujang (red chili paste), or wrapped in vegetable leafs.",刺身, 生きている魚の骨と皮を取り除き、薄切りにした身を唐辛子酢味噌や醤油、テンジャンなどにつけて食べる。野菜で包んで食べてもおいしい。,生鱼片,将活鱼去皮去骨，鱼肉切成薄片，沾酸辣椒酱或酱油、大酱等食用，也可以用蔬菜包起来吃。,生魚片,將鮮活的魚肉切成斜片，沾酸辣醬或醬油或大醬等食用。還可用蔬菜包著吃。
696,회 [Hoe],송어회,Songeohoe ,송어를 먹기 좋은 크기로 잘라 초고추장이나 고추냉이를 섞은 간장에 찍어 먹는 생선회이다. 붉은 빛깔의 송어는 달콤한 맛과 담백한 맛을 즐길 수 있다.,Sliced Raw Trout,"Fresh trout sliced into bite-sized pieces and served with a vinegar-based gochujang (red chili paste) sauce or soy sauce mixed with horseradish. Characterized by its red-orange color, trout has a sweet and clean taste.",マスの刺身,マスを食べやすい大きさに切り、酢コチュジャンやわさびを溶いたカンジャンにつけて食べる。赤身を帯びたマスは、甘みと淡泊な味が楽しめる。,鳟鱼生鱼片,鳟鱼切成适合入口的大小，蘸醋辣椒酱或芥末酱油吃即可。鳟鱼肉呈鲜红色，味道鲜美甜淡。,鱒魚生魚片,把鮮鱒魚切成適當大小，沾加有醋辣醬或芥末的醬油蘸料吃。鱒魚色澤泛紅，帶有甘甜味，口感清淡。
697,회 [Hoe],오징어물회,Ojingeomulhoe,"살아있는 오징어를 채 썰어 오이, 양파, 당근, 고추 등과 함께 초고추장으로 양념하고 물을 부어 말아 먹는 음식이다. 차가운 국물과 회를 함께 먹는 음식으로 주로 여름철에 먹는다.",Cold Raw Squid Soup,"Live squid sliced and mixed with cucumber, onion, carrot, and green pepper, seasoned with a vinegar-based gochujang (red chili paste) sauce, and served in cold water. This soup is a summer delicacy.",イカ入り冷やしスープ,生きたイカを千切りにし、キュウリ、玉ねぎ、にんじん、唐辛子などを加えて酢コチュジャンで和えたものに水を加えて食べる。夏によく食べられる冷たいスープと刺身を一緒に食べる料理。,水拌鱿鱼片,生鱿鱼切成丝，将黄瓜、洋葱、胡萝卜、辣椒等材料和生鱿鱼丝一起用醋辣椒酱搅拌，再倒入凉水即可。冰凉的汤水和鲜美的生鱼片一起吃，味道十分鲜美爽口，最适合夏天食用。,水拌魷魚片,將活魷魚切條，和黃瓜、胡蘿蔔、辣椒等一起，用加醋辣椒醬進行調味，再倒入水伴著吃。冰涼的湯、美味的生魚片搭配食用，口感獨特，主要在夏季食用。
698,회 [Hoe],오징어숙회,Ojingeosukhoe,오징어를 살짝 익혀 초고추장에 찍어 먹는 음식이다. 식감이 고소하고 탱글탱글하다. 미나리나 깻잎에 싸 먹기도 한다.,Parboiled Squid,Squid parboiled and served with a vinegar-based gochujang (red chili paste) sauce. This dish tastes fresh and savory and can be served with water parsley or perilla leaves for wrapping.,ゆでイカ,さっとゆでたイカを酢コチュジャンにつけて食べる。香ばしくてプリプリのイカの食感がクセになる。セリやエゴマの葉に包んで食べても美味しい。,白灼鱿鱼片,将鱿鱼用开水稍微焯一下后，蘸酸辣酱吃。味道鲜美，口感弹韧。也可根据个人喜好，用水芹或苏子叶包着吃。,燙魷魚,將魷魚用開水燙一下， 沾醋辣醬吃即可。口感柔韌滑嫩，味道香甜可口。也可根據喜好，用水芹或紫蘇葉包著吃。
699,회 [Hoe],육회,Yukhoe,"소의 살코기를 가늘게 썰어 간장이나 고추장을 넣고 다진 마늘, 참기름, 설탕으로 버무린 다음 채 썬 배와 함께 먹는 날 음식이다. 계란노른자를 곁들여 섞어 먹기도 한다.",Beef Tartare,"Thinly-sliced lean cut of raw beef seasoned with soy sauce or gochujang, sesame oil, and sugar and mixed with julienned Asian pear. It is sometimes topped with an egg yolk.",ユッケ,牛肉の赤身を細切りにし、醤油やコチュジャン、にんにくのみじん切り、ごま油、砂糖などを加えて和え、細切りにした梨と一緒に食べる。卵の黄身を添え、混ぜて食べてもおいしい。,生拌牛肉,将瘦牛肉切丝，放入调味酱搅拌即可。可配着梨丝一同食用，还可以拌入蛋黄食用。,生拌牛肉,將沒有油分、鮮嫩的牛肉切成絲，用醬油、麻油等調味料攪拌後，與梨或大蒜一起盛出的飲食。
700,회 [Hoe],자리물회,Jarimulhoe,자리돔을 뼈째로 썰어 여러 가지 채소를 넣고 된장을 풀어먹는 물회로 제주도 지방의 향토음식이다.,Cold Raw Pearl-spot Chromis Soup,"Fresh, whole white-saddled reef fish sliced and mixed with vegetables in cold doenjang (soybean paste) soup. This soup is a local specialty of Jeju Island.",スズメダイ入り冷やしスープ,スズメダイを骨ごと切り、そこへ各種野菜を加えてテンジャンを溶いて食べる冷やしスープ。済州島地方の郷土料理。,水拌雀鲷鱼片,雀雕鱼连肉带骨一起切细，再放入各种蔬菜和大酱作为调料的水拌生鱼片，是济州岛的地方特色美食。,水拌雀鯛魚片,將雀鯛連通骨頭一起切片，再放上蔬菜，倒入用水稀釋過的大醬食用即可。這種水拌雀鯛魚片是濟州島的鄉土美食。
701,회 [Hoe],전복물회,Jeonbokmulhoe,"살짝 익힌 전복을 잘게 썰고, 채소와 양념으로 버무려 물회 육수에 말아 차갑게 먹는 음식이다. 소면을 함께 담아내기도 한다.",Cold Abalone Soup,"Abalone parboiled, chopped, mixed with vegetables and condiments, and added to cold broth. The dish can be served with noodles.",アワビの刺身入り冷製スープ,さっとゆでたアワビを細かく切って、野菜と薬味で和える。それを冷製スープに入れて食べる。素麺を添えることもある。,水拌鲍鱼刺身,将用开水焯过的鲍鱼切成小块，加入蔬菜和调料拌匀后泡在冷高汤里凉着吃。有时也会跟煮好的龙须面一起摆盘。,水拌生鮑魚,將用開水燙過的鮑魚切成小塊，加入蔬菜和調味料拌均勻後泡在水拌生魚片冷高湯裡食用。有時會和煮好的細麵一起擺盤。
702,회 [Hoe],전어무침,Jeoneomuchim,"전어 살을 포를 떠서 채 썰고 무, 배, 오이, 풋고추, 쪽파 등 을 함께 섞어 초고추장으로 버무린 것이다. 고소한 전어와 새콤달콤한 초고추장이 어우러져 입맛을 돋운다.",Gizzard Shad Salad,Gizzard shad fillets sliced and mixed with vegetables in a vinegar-based gochujang (red chili paste) sauce. The rich taste of the fish and sweet and sour spicy sauce stimulate the appetite.,コノシロの和え物,コノシロの身を干物にし、そこへ千切りした大根、梨、キュウリ、青唐辛子、わけぎなどを加えて酢コチュジャンで和えたもの。香ばしいコノシロと甘酸っぱい酢コチュジャンがよく合い、食欲をそそる。,生拌斑鰶,斑鰶片成鱼片后再切丝，加入萝卜、梨、黄瓜、青辣椒、小葱等蔬菜和粗辣椒酱一起搅拌即可。斑鰶鲜嫩的味道和醋辣椒酱酸甜适中的味道相辅相成，令人不禁胃口大增。,生拌斑鰶,先將斑鰶切成肉絲，再切絲，然後與蘿蔔、梨、黃瓜、青辣椒、香蔥等涼拌，用加醋辣椒醬調味。斑鰶味道香嫩，與加醋辣椒醬搭配食用會讓人食欲大增。
703,회 [Hoe],전어회,Jeoneohoe,싱싱한 전어를 뼈째 얇게 썰어 초고추장이나 간장에 찍어 먹는 회이다. 고추와 마늘을 넣고 채소 쌈을 싸 먹기도 한다.,Sliced Raw Gizzard Shad,"Fresh whole gizzard shad thinly sliced and served with a vinegar-based gochujang (red chili paste) sauce or soy sauce. It is eaten with green pepper, garlic, and leafy wraps.",コノシロの刺身,新鮮なコノシロを骨ごと薄切りにし、酢コチュジャンやカンジャンにつけて食べる。唐辛子とにんにくをのせて野菜で包んで食べる場合もある。,斑鰶生鱼片,将新鲜的斑鰶连肉带骨切成薄片后，蘸粗辣椒酱或酱油吃即可，还可以放入辣椒和蒜，用包饭用的蔬菜包着吃。,斑鰶生魚片,將新鮮的斑鰶連骨頭一同切成薄片，蘸加醋辣椒醬或醬油食用。也可以加入辣椒、蒜，做成蔬菜包飯食用。
704,회 [Hoe],한치물회,Hanchimulhoe ,"채 썬 한치와 각종 채소를 새콤달콤한 양념장을 넣은 육수에 넣어먹는 음식이다. 한치는 오징어의 한 종류로, 오징어보다 살이 부드럽고 담백하다.",Cold Raw Swordtip Squid Soup,"Fresh whole swordtip squid sliced and mixed with vegetables, seasoned with a sweet and sour sauce, and served in cold broth.",ケンサキイカ入り冷やしスープ,ケンサキイカと各種野菜を甘酸っぱいスープに入れて食べる料理。ケンサキイカはイカの一種で、イカより身が柔らかく淡泊なのが特徴。,水拌小鱿鱼片,小鱿鱼切成丝，高汤中加入酸甜口味的调味酱后，将小鱿鱼丝和各种蔬菜一起放入高汤中即可。小鱿鱼是鱿鱼的一种，肉质更加细嫩鲜美。,水拌小魷魚片,將小魷魚切成絲，然後與各種蔬菜一起放入肉湯之中食用即可，肉湯事先要用酸甜的調味醬調好味道。小魷魚是魷魚的一種，它的肉質比魷魚更加柔嫩、清淡。
705,회 [Hoe],한치회무침,Hanchihoemuchim ,"한치를 채 썰어 양파, 무, 깻잎, 배, 풋고추, 붉은 고추와 함께 초고추장으로 버무린 음식으로 오징어 회보다 부드러운 맛이 특징이다.",Sliced Raw Swordtip Squid Salad,"Swordtip squid julienned and tossed with onion, radish, perilla leaves, pear, green pepper, and red pepper in a vinegar-based gochujang (red chili paste) sauce.",ケンサキイカの刺身の和え物,ケンサキイカを千切りし、玉ねぎ、大根、エゴマの葉、梨、青唐辛子、赤唐辛子と一緒に酢コチュジャンで和えたもの。イカの刺身よりやわらかいのが特徴。,生拌小鱿鱼,小鱿鱼切丝，加入洋葱、萝卜、苏子叶、梨、青辣椒、红辣椒等材料，用醋辣椒酱搅拌即可，味道比生鱿鱼片更加柔嫩鲜美。,生拌小魷魚,將小魷魚切成絲，加入洋蔥、蘿蔔、蘇子葉、梨、青紅椒、醋辣醬一起拌勻。這道菜比魷魚生魚片口感更加柔和。
706,회 [Hoe],홍어회무침,Hongeohoemuchim,"홍어를 발효시켜 양념장에 찍어 먹거나 묵은 김치에 싸 먹는 게 홍어회이고, 채 썰어 미나리와 초고추장에 무쳐 먹는 게 홍어회무침이다.",Sliced Raw Skate Salad,Hongeohoe is fermented skate served with a dipping sauce or aged kimchi leaves. Hongeohoemuchim is sliced hongeohoe mixed with gochujang with vinegar and Korean parsley.,ガンギエイの刺身の和え物,生のままか酢に漬けて発酵させたガンギエイを薄切りにし、塩漬けにした大根やきゅうり、太めに切った梨、せりなどと一緒に唐辛子酢味噌で和えて食べる。,生拌斑鳐,斑鳐生鱼片是将斑鳐发酵后蘸着调味酱吃或者用腌制很久的辛奇包着吃，而生拌斑鳐是将发酵过的斑鳐切成丝，加入水芹和酸辣椒酱拌着吃。,生拌斑鰩,將發酵的魟魚與水芹等蔬菜一起用酸辣醬攪拌而成。
707,회 [Hoe],회무침,Hoemuchim,"손질한 생선을 굵게 채 썰어 오이, 양배추 등 채소와 함께 섞어 초고추장 양념에 버무려 먹는다. 병어, 오징어, 한치 등 비린내가 덜한 흰 살 생선을 주로 무쳐 먹는다.",Spicy Raw Fish Salad ,"Thickly-shredded raw fish is mixed with various vegetables, such as cucumber and cabbage, and seasoned with gochujang with vinegar. Fish with white flesh and a milder fishy smell, such as butterfish, squid, and cuttlefish, are usually used in this dish.",刺身の和え物,下ごしらえした魚を太めに切り、キュウリやキャベツなどの野菜と一緒に混ぜ、酢コチュジャンの薬味で和えて食べる。主にマナガツオやイカなど臭みの少ない白身魚を和えて食べる。,凉拌生鱼片 ,将收拾干净的鱼切成粗丝，再放入同样切成丝的黄瓜、圆白菜等蔬菜，用酸辣酱搅拌均匀即可。材料主要使用鱼腥味较弱的鲳鱼、鱿鱼、小鱿鱼等白色肉质的鱼。,涼拌生魚片,將腥味少的魚肉切成厚絲，加入黃瓜、高麗菜等蔬菜，用酸辣醬拌著吃。
708,김치 [Kimchi],갓김치,Gatkimchi,"갓에 액젓과 갖은 양념을 넣어 만든 김치이다. 전라도에서 주로 많이 먹는데, 특히 여수 돌산 갓으로 만든 김치가 유명하다. 쌉쌀하고 매운 맛이 특징이다.",Leaf Mustard Kimchi,"Leaf mustard mixed with salted seafood juice and a variety of seasonings. Enjoyed widely in Jeolla Province, gatkimchi made with leaf mustard grown in Dolsan, Yeosu, is especially popular. This kimchi has a unique pungent and spicy taste.",カラシナキムチ,からし菜に液状の塩辛とたれを入れて和えたキムチ。主に全羅道でよく食べられる。特に麗水の突山カラシナで作ったキムチが有名で、苦味と辛味が特徴。,芥菜辛奇,将芥菜和鱼露等各种调料腌制而成的辛奇，是全罗道地区常吃的一种辛奇，尤其用丽水地区的突山芥菜腌制的辛奇最为有名。芥菜辛奇的味道鲜辣中带着微微的苦涩，很有特色。,芥菜辛奇,在芥菜中加入魚露與各種調味料製作而成。主要在全羅道食用廣泛，尤其是用麗水突山芥菜製作而成的辛奇十分有名，其特點是口味微咸，有辣味。
709,김치 [Kimchi],겉절이,Geotjeori,"배추, 상추 등을 소금에 잠깐만 절이거나, 그대로 간장, 고춧가루, 참기름 등의 양념에 무쳐 먹는 즉석 김치다. 풋풋한 맛이 있으며 김치 중 유일하게 참기름이 들어간다.",Fresh Kimchi,"Lightly salted Korean cabbage or lettuce mixed with soy sauce, red chili powder, and sesame oil and served. Featuring a refreshing taste, it is the only kimchi seasoned with sesame oil.",浅漬けキムチ,軽く塩漬けにした白菜やちしゃなどを、醤油や粉唐辛子、ごま油などの薬味で和えて食べる即席キムチ。サラダ感覚であっさりと食べられる。,鲜辛奇,将白菜、生菜等用盐稍微渍一下，或者直接用酱油、辣椒粉、香油等拌在一起食用，口感比较鲜爽，是唯一加入香油的一种辛奇。,鮮辛奇,鮮辛奇是將白菜用食鹽稍微醃漬一下，或者直接用辣椒粉、魚蝦醬等調料攪拌後食用的即食辛奇。保持了白菜原有的清脆而鮮美、爽口。
710,김치 [Kimchi],고들빼기김치,Godeulppaegikimchi,고들빼기를 뿌리째 소금물에 삭혔다가 담그는 별미김치로 쌉쌀한 맛과 향이 마치 인삼과 같다고 하여 '인삼김치'라고도 한다. 전라북도에서 즐겨 먹는 김치이다. ,Bitter Lettuce Kimchi,"Whole sonchus-leaf crepidiastrum soaked in brine with its roots and mixed with red chili powder and other seasonings. This type of kimchi is also referred to as “ginseng kimchi,” because its pungent taste and fragrance are similar to those of ginseng. It is a delicacy widely eaten in North Jeolla Province.",イヌヤクシ草キムチ,イヌヤクシソウを根ごと塩水で漬けたキムチで、苦味と香りがまるで高麗人参のようだと「高麗人参キムチ」とも呼ばれる。全羅北道でよく食べられるキムチ。,苦菜辛奇,先将苦菜连根一起用盐水腌渍后，再将其做成辛奇，味道略带苦涩，而且香味类似人参，因此也叫做“人参辛奇”，是全罗北道常见的一种辛奇。,苦菜辛奇,將苦菜連根放入鹽水中醃制而成，其味道微咸，散發獨特香味，與人參類似，因此也被稱為「人參辛奇」，在全羅北道備受歡迎。
711,김치 [Kimchi],깍두기,Kkakdugi,"무를 한입 크기로 팔모썰기하여 소금에 절인 뒤 고춧가루에 버무리고 파, 마늘, 생강, 새우젓 등으로 양념하여 담근 김치이다. 설렁탕에 빠지지 않고 결들여지는 김치다.",Diced Radish Kimchi,"Cubed, bite-sized radish seasoned with red chili powder and salted and fermented shrimp. Kkakdugi is a required side dish for seolleongtang (ox bonesoup).",カクトゥギ,一口大のさいころ型に切った大根を塩漬けにし、唐辛子やねぎ、にんにく、生姜、アミの塩辛などを混ぜて漬けたキムチ。,萝卜块辛奇 ,萝卜切成丁，腌渍以后拌入辣椒粉以及葱、蒜头、生姜、虾酱等进行泡制，是喝雪浓汤的时候必配的辛奇。,蘿蔔塊辛奇,蘿蔔塊辛奇是將蘿蔔切成骰子狀後用食鹽醃漬，加入辣椒粉、蔥、大蒜、生薑等調味後醃製的辛奇。
712,김치 [Kimchi],깻잎김치,Kkaennipkimchi,깻잎을 소금물에 2~3일 담가 삭힌 후 양념을 얹으면서 켜켜이 담아 익힌 김치다. 간은 멸치젓국으로 하며 향이 좋은 별미 김치로 늦여름 더위에 지친 입맛을 살려 준다.,Perilla Leaf Kimchi,"To prepare this dish, soak perilla leaves in salt water for two to three days to allow fermentation to occur. Next, layer the leaves and drizzle seasonings on top. Add salted anchovy soup to taste. Perilla kimchi is a delicacy favored in the summer for its appetite-stimulating effect.",エゴマの葉キムチ,エゴマの葉を塩水に2、3、日漬け込んで発酵させてから、薬味を葉と葉の間に塗って熟成させたキムチ。カタクチイワシの塩辛の汁で味を調えた香りのいいキムチで、残暑の食欲不振を回復してくれる。,苏子叶辛奇,将苏子叶用盐水浸泡两至三天，然后抹上调料一张一张叠起来放置发酵即可。咸淡可用鳀鱼酱调味，有一股苏子叶特有的香味，盛夏时没有食欲时吃，可令人食欲大开。,蘇子葉辛奇,用鹽水泡2~3天蘇子葉，蘇子葉軟了之後一層一層塗抹調料做成辛奇。用鯷魚醬調味的蘇子葉非常美味，是夏季末的上好開胃菜。
713,김치 [Kimchi],나박김치,Nabakkimchi,"무를 얇고 네모지게 썰어 소금에 절인 뒤 고추, 파, 마늘, 미나리를 넣고 국물을 넉넉히 부어 담근 물김치. 배추를 적당히 섞거나, 사과, 배를 넣어 단맛을 내기도 한다.",Water Kimchi ,"Sliced and salted white radish squares combined with peppers, green onions, garlic, and Korean parsley in brine. Korean cabbage, apples, or pears may be added to sweeten the brine.",大根と白菜の水キムチ,大根を四角く薄切りにして塩漬けにし、唐辛子、ねぎ、にんにく、せりを加えて漬けた水キムチ。好みで白菜を混ぜたり、りんごや梨を加えて甘みを出す。,萝卜片水辛奇,把萝卜切成四方片，用盐渍一下，并加入辣椒、葱、蒜头、水芹，并加入足量的水进行腌渍，可以适当地加入一些白菜，还 有苹果和梨。,蘿蔔片水辛奇,把蘿蔔和白菜切成四方片後用食鹽漬一下，加入梨和蔥、大蒜，並加入足量的辛奇水醃漬而成。
714,김치 [Kimchi],돌나물물김치,Dolnamulmulkimchi,"돌나물에 미나리, 무, 생강, 마늘로 양념하여 고춧가루로 만든 국물을 부어 담근 김치이다. 시원하게 해서 바로 먹으면 씹는 맛과 향이 살아 있어 봄철 입맛을 돋워주는 계절김치이다.",Stringy Stonecrop Water Kimchi,"Stringy stonecrop mixed with water parsley, julienned radish, and chopped ginger and garlic in a red chili powder broth. This seasonal delicacy is enjoyed in spring and best served cold to bring out its chewy texture and flavor.",ツルマンネングサの水キムチ,ツルマンネングサにセリ、大根、生姜、にんにくで味をつけ、粉唐辛子で作ったスープを加えて漬けたキムチ。冷たくして食べると歯ごたえと香りがたって食欲をそそる春のキムチ。,垂盆草水辛奇,将垂盆草和水芹、萝卜、生姜、蒜等一起搅拌后，倒入添加辣椒粉的汤水即可。清凉爽口的味道，加上爽脆的口感和淡淡的清香，十分开胃，是春季特有的一种时令辛奇。,垂盆草水辛奇,在垂盆草中放入水芹、蘿蔔、姜、蒜等材料，再倒入用辣椒粉製作而成的湯料醃製而成。它的味道清爽，醃好以後立即食用，會感覺咀嚼的味道與香味在唇齒之間徘徊，在春季食用可以增強人們的食欲，是一種很好的季節辛奇。
715,김치 [Kimchi],돌미나리물김치,Dolminarimulkimchi,"봄철에 주로 담그는 물김치로, 돌미나리에 실파, 고추, 마늘, 생강 등을 섞고, 소금으로 간을 하여, 고춧물을 넣어 익혀 먹는 김치이다. ",Wild Parsley Water Kimchi,"Usually eaten in spring, wild parsley water kimchi is made by mixing wild parsley with thread scallion, green pepper, garlic, ginger, and seasoning with salt. It is a type of kimchi that uses red chili powder mixed with brine for fermentation.",野芹の水キムチ,主に春に漬ける水キムチ。野芹にわけぎ、唐辛子、にんにく、生姜などを混ぜ、塩で味を調え、唐辛子の汁を入れてしばらく漬けてから食べる。,野生水芹水辛奇,春天常做的水辛奇，将野生水芹和香葱、辣椒、蒜、生姜等材料混在一起，用盐调味后，倒入辣椒水腌制发酵即可。,野生水芹水辛奇,是春季多吃的帶水辛奇。野生水芹裡加入蔥絲、辣椒、蒜末、生薑等拌勻，然後用鹽調味，最後倒入辣椒水進行發酵。
716,김치 [Kimchi],동치미,Dongchimi,소금에 절인 통무에 짜지 않게 소금물을 식혀 가득 붓고 담근 김치. 주로 겨울철에 담그며 죽이나 떡을 먹을 때 곁들이면 시원한 맛이 좋다.,Radish Water Kimchi,A wintertime kimchi made of salted whole radish immersed in salt brine. It goes well with juk (porridge) and tteok (rice cake) and aids digestion.,大根の水キムチ,塩漬けにした大根に、一度沸かして冷ました塩水をかけて漬けたキムチ。主に冬場に漬けられ、さっぱりした風味が絶品。お粥や餅と相性が良い。,水萝卜辛奇, 把一定咸度的盐水烧开冷却后，把盐渍过的整只萝卜放进去进行泡制。主要在冬季食用，与粥或米糕一起吃味道更加鲜爽，还能助消化。,水蘿蔔辛奇,水蘿蔔辛奇是在用食鹽醃漬的蘿蔔放入發酵的辣椒、香蔥後，倒入大量鹽水泡製的水辛奇。味道清爽獨特，將發酵完熟的水蘿蔔辛奇水與肉湯水混合當作冷面湯水也可。
